,Anisakis,Anthrax,Ascaris,Avian flu,Babesiosis,Botulism,Brucellosis,Buruliulcer,Campylobacter Infection,Chagas disease,Chickenpox,Chikungunya,Chlamydia Infection,Cholera Infection,Coccidioidomycosis,Communicable disease,Congo-Crimean HF,Coronavirus Infection,Coxsackie Infection,CreutzfeldtJakobDisease,Cryptosporidiosis,Cytomegalovirus,Dengue Fever,Diphtheria,Dracunculus,Ebola Hemorrhagic Fever,Echinococcus,Emerging disease,Enteritis,Enterobiasis,Epstein Barr Virus,Equine encephalitis,Escherichia coli Infection,Fasciola,Fasciolopsiasis,Filariasis,Filovirus,Food poisoning,Food-borne,Giardiasis,Gonococcal,Haemophilus influenzae Infection,Hanta Fever,HendraVirus,Hepatitis A,Hepatitis B,Hepatitis C,Hepatitis E,Herpes,Herpes Zoster,Hookworm,Hymenolepsis,Influenza,Japanese Encephalitis,Kaposis Sarcoma,Lassa Fever,Legionellosis,Leishmaniasis,Leprosy,Leptospirosis,Listeriosis,Lujo,Lyme disease,Lymphogranuloma,MERS,Malaria,Marburg Hemorrhagic Fever,Measles,Meningitis,Mumps,NDM-1,NipahVirus,Norovirus,Nosocomial,Onchocerciasis,Pertussis,Pneumococcal Infection,Pneumonia,Poliomyelitis,Q Fever,Rabies,Respiratory Syncytial Virus Infection,Rickettsiosis,Roseolo virus,Rotavirus,Rubella,SARS,STD,Salmonellosis,Saxitoxin Poisoning,Scabies,Schistosomiasis,SchmallenbergVirus,Shigellosis,Sleeping Sickness,Smallpox,Strongyloidiasis,Swine Flu,Syphilis,TSE,Tetanus,Toxoplasma,Trachoma,Trichinella,Trichomoniasis,Trichuris,Tuberculosis,Tularemia,Typhoid Fever,Viral hepatitis,Visceral Leishmaniasis,West Nile Disease,Yaws,Yellow Fever,Zika Virus
Burkina Faso,0.0,1.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,13.0,0.0,2.0,0.0,86.0,0.0,0.0,1.0,1.0,4.0,3.0,0.0,11.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,6.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,7.0,2.0,0.0,2.0,3.0,6.0,5.0
"Taiwan, Province of China",0.0,1.0,0.0,60.0,0.0,4.0,0.0,0.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,22.0,0.0,582.0,1.0,0.0,4.0,5.0,8.0,0.0,0.0,15.0,0.0,7.0,11.0,0.0,4.0,0.0,14.0,0.0,0.0,0.0,0.0,39.0,3.0,0.0,1.0,3.0,10.0,0.0,4.0,35.0,27.0,1.0,5.0,1.0,0.0,0.0,57.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,17.0,4.0,2.0,14.0,2.0,0.0,0.0,0.0,9.0,36.0,1.0,0.0,7.0,119.0,0.0,1.0,1.0,5.0,2.0,0.0,5.0,3.0,22.0,3.0,7.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,14.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,1.0,18.0,0.0,0.0,0.0,2.0,8.0
Sierra Leone,0.0,14.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,49.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,12.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,1.0,7.0,0.0,0.0,0.0,0.0,7.0,1.0,4.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0
Madagascar,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,71.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,2.0
Niger,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,1.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,15.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,37.0,1.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
Nepal,0.0,1.0,0.0,23.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,6.0,1.0,2.0,1.0,144.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,10.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,1.0,1.0,0.0,2.0,0.0,9.0,3.0,0.0,0.0,0.0,14.0,18.0,1.0,0.0,0.0,0.0,0.0,4.0,11.0,1.0,12.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,7.0,0.0,0.0,5.0,0.0,6.0,0.0,1.0,0.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,4.0,0.0,44.0,1.0,6.0,1.0,0.0,3.0,6.0
Viet Nam,0.0,0.0,2.0,44.0,1.0,1.0,1.0,0.0,4.0,0.0,7.0,0.0,7.0,6.0,0.0,32.0,0.0,1912.0,1.0,0.0,14.0,13.0,16.0,4.0,0.0,41.0,0.0,15.0,1.0,0.0,1.0,0.0,7.0,1.0,0.0,0.0,1.0,10.0,7.0,1.0,4.0,1.0,2.0,0.0,3.0,21.0,604.0,2.0,13.0,2.0,0.0,0.0,45.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,16.0,4.0,6.0,12.0,2.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,7.0,284.0,3.0,0.0,11.0,1.0,3.0,0.0,9.0,4.0,8.0,2.0,13.0,0.0,3.0,1.0,0.0,6.0,0.0,1.0,0.0,10.0,5.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,7.0,1.0,5.0,8.0,0.0,0.0,0.0,7.0,8.0
Ghana,0.0,0.0,2.0,49.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,2.0,2.0,13.0,1.0,6.0,0.0,222.0,0.0,0.0,1.0,1.0,4.0,1.0,6.0,70.0,0.0,7.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,16.0,0.0,20.0,3.0,0.0,2.0,1.0,1.0,0.0,2.0,26.0,11.0,0.0,11.0,5.0,9.0,0.0,14.0,0.0,0.0,2.0,0.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,3.0,130.0,5.0,49.0,3.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,2.0,3.0,22.0,0.0,6.0,1.0,1.0,0.0,5.0,2.0,3.0,12.0,3.0,0.0,1.0,9.0,0.0,1.0,4.0,2.0,0.0,3.0,3.0,0.0,1.0,0.0,4.0,0.0,1.0,2.0,10.0,0.0,30.0,4.0,0.0,0.0,0.0,53.0,4.0
"Palestine, State of",0.0,0.0,14.0,481.0,2.0,1.0,5.0,0.0,69.0,1.0,5.0,0.0,0.0,4.0,0.0,67.0,0.0,1885.0,0.0,0.0,10.0,12.0,11.0,511.0,0.0,36.0,1.0,82.0,6.0,0.0,23.0,0.0,13.0,0.0,0.0,0.0,0.0,68.0,3.0,0.0,1.0,1.0,0.0,0.0,22.0,37.0,16.0,0.0,16.0,7.0,0.0,0.0,437.0,0.0,0.0,0.0,1.0,2.0,37.0,3.0,0.0,1.0,4.0,0.0,74.0,20.0,0.0,85.0,5.0,0.0,0.0,0.0,4.0,15.0,1.0,1.0,13.0,18.0,156.0,1.0,4.0,63.0,1.0,1.0,20.0,46.0,41.0,14.0,75.0,0.0,0.0,2.0,0.0,1.0,0.0,25.0,0.0,92.0,8.0,1.0,4.0,3.0,1.0,1.0,0.0,13.0,44.0,0.0,8.0,13.0,1.0,4.0,2.0,4.0,14.0
Pakistan,0.0,0.0,1.0,11.0,4.0,0.0,1.0,0.0,3.0,1.0,6.0,7.0,2.0,134.0,0.0,11.0,0.0,478.0,1.0,0.0,8.0,1.0,108.0,5.0,1.0,41.0,6.0,19.0,1.0,0.0,1.0,1.0,14.0,1.0,0.0,5.0,0.0,24.0,15.0,1.0,2.0,4.0,0.0,0.0,12.0,39.0,33.0,0.0,8.0,4.0,0.0,1.0,23.0,1.0,0.0,0.0,0.0,10.0,15.0,0.0,0.0,0.0,1.0,0.0,6.0,28.0,0.0,51.0,5.0,0.0,1.0,0.0,1.0,4.0,6.0,1.0,4.0,8.0,535.0,1.0,10.0,5.0,2.0,0.0,11.0,10.0,4.0,11.0,16.0,0.0,1.0,2.0,0.0,1.0,3.0,6.0,0.0,11.0,1.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,19.0,0.0,46.0,21.0,2.0,4.0,0.0,8.0,18.0
Israel,0.0,0.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,124.0,0.0,0.0,1.0,0.0,0.0,35.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,18.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sao Tome and Principe,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Tunisia,0.0,0.0,1.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,334.0,0.0,1.0,1.0,1.0,0.0,47.0,0.0,6.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0
Colombia,0.0,0.0,1.0,26.0,0.0,10.0,43.0,0.0,3.0,38.0,6.0,18.0,2.0,12.0,1.0,17.0,0.0,1209.0,0.0,0.0,115.0,6.0,118.0,3.0,0.0,25.0,1.0,8.0,5.0,0.0,2.0,11.0,17.0,0.0,0.0,4.0,2.0,22.0,8.0,1.0,5.0,11.0,3.0,0.0,15.0,30.0,20.0,1.0,11.0,6.0,2.0,1.0,25.0,0.0,0.0,1.0,1.0,11.0,16.0,2.0,1.0,0.0,4.0,0.0,4.0,25.0,2.0,66.0,3.0,0.0,0.0,1.0,2.0,3.0,6.0,13.0,6.0,15.0,10.0,0.0,26.0,2.0,0.0,0.0,8.0,33.0,5.0,34.0,10.0,0.0,6.0,4.0,0.0,5.0,0.0,58.0,1.0,13.0,16.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,25.0,0.0,7.0,4.0,1.0,0.0,0.0,19.0,123.0
Slovakia,0.0,0.0,2.0,19.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,510.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,1.0,1.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Honduras,0.0,0.0,1.0,3.0,0.0,5.0,1.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,4.0,0.0,295.0,0.0,0.0,0.0,1.0,70.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,5.0,2.0,0.0,5.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,7.0,1.0,0.0,0.0,2.0,2.0,3.0,5.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,15.0
Yemen,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,42.0,0.0,3.0,0.0,108.0,0.0,0.0,0.0,0.0,7.0,205.0,0.0,6.0,0.0,11.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,7.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,4.0,37.0,0.0,2.0,0.0,0.0,0.0,1.0,8.0,1.0,19.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0,0.0,6.0,1.0,3.0,1.0,0.0,1.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,7.0
Switzerland,0.0,0.0,1.0,106.0,2.0,10.0,0.0,0.0,3.0,1.0,7.0,5.0,5.0,3.0,0.0,51.0,0.0,1744.0,4.0,0.0,60.0,13.0,23.0,18.0,1.0,268.0,12.0,74.0,2.0,3.0,13.0,1.0,25.0,0.0,0.0,5.0,2.0,47.0,7.0,2.0,1.0,4.0,1.0,0.0,79.0,32.0,36.0,5.0,27.0,10.0,2.0,0.0,176.0,0.0,1.0,1.0,16.0,1.0,20.0,1.0,0.0,0.0,16.0,0.0,18.0,120.0,4.0,135.0,5.0,0.0,0.0,1.0,0.0,9.0,8.0,0.0,2.0,16.0,32.0,0.0,3.0,19.0,0.0,0.0,8.0,2.0,10.0,35.0,14.0,0.0,0.0,14.0,1.0,2.0,6.0,28.0,1.0,31.0,6.0,2.0,4.0,5.0,1.0,0.0,1.0,1.0,40.0,0.0,13.0,45.0,0.0,0.0,0.0,43.0,29.0
Dominican Republic,0.0,0.0,4.0,2.0,0.0,2.0,3.0,0.0,0.0,4.0,3.0,4.0,1.0,2.0,0.0,10.0,0.0,546.0,0.0,0.0,0.0,0.0,38.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,20.0,2.0,0.0,0.0,1.0,0.0,0.0,8.0,1.0,7.0,0.0,2.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,2.0,12.0,6.0,0.0,0.0,1.0,0.0,2.0,11.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,6.0,14.0,4.0,12.0,0.0,0.0,17.0,0.0,0.0,1.0,1.0,1.0,0.0,17.0,5.0,0.0,10.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,6.0
Macao,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,77.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Somalia,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,41.0,0.0,2.0,0.0,99.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,99.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,22.0,0.0,0.0,1.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,19.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,8.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,51.0,1.0,0.0,0.0,0.0,31.0,1.0
Angola,0.0,0.0,1.0,4.0,0.0,2.0,1.0,9.0,2.0,2.0,0.0,5.0,2.0,2.0,0.0,3.0,0.0,256.0,0.0,0.0,18.0,7.0,13.0,1.0,2.0,36.0,1.0,1.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,3.0,1.0,17.0,16.0,12.0,0.0,20.0,3.0,1.0,0.0,38.0,0.0,1.0,0.0,0.0,0.0,21.0,1.0,0.0,0.0,1.0,0.0,2.0,74.0,4.0,14.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,5.0,7.0,0.0,1.0,0.0,1.0,1.0,3.0,2.0,4.0,4.0,10.0,0.0,1.0,0.0,0.0,5.0,13.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,28.0,0.0,3.0,3.0,0.0,0.0,0.0,4.0,4.0
Hong Kong,0.0,0.0,0.0,237.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,3.0,0.0,73.0,0.0,1912.0,2.0,0.0,50.0,2.0,4.0,5.0,0.0,33.0,0.0,123.0,4.0,0.0,24.0,0.0,24.0,0.0,0.0,0.0,0.0,11.0,6.0,0.0,0.0,1.0,0.0,1.0,4.0,29.0,12.0,13.0,36.0,13.0,0.0,0.0,431.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,52.0,33.0,1.0,45.0,1.0,0.0,0.0,0.0,3.0,178.0,0.0,0.0,4.0,372.0,3.0,0.0,7.0,13.0,2.0,0.0,4.0,6.0,89.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,126.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,3.0,17.0,0.0,1.0,0.0,7.0,11.0
Bosnia and Herzegovina,0.0,0.0,0.0,2.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belarus,0.0,0.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0,0.0,15.0,0.0,347.0,0.0,0.0,1.0,0.0,2.0,11.0,0.0,4.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,5.0,0.0,5.0,2.0,0.0,0.0,109.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,20.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,6.0,3.0,1.0,21.0,6.0,0.0,0.0,6.0,4.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,69.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0
Croatia,0.0,0.0,0.0,23.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,7.0,0.0,317.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,15.0,10.0,9.0,3.0,10.0,3.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,3.0,2.0,7.0,2.0,0.0,0.0,0.0,9.0,2.0,7.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,15.0,4.0,0.0,0.0,1.0,0.0,22.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,8.0
Gabon,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,98.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,7.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0
Slovenia,0.0,0.0,0.0,83.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,262.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,2.0,0.0,0.0,34.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,22.0,12.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
